filename,source_group,split,source_export
Rack_B_image00146_jpg.rf.IB1tmk022GaQq7oREAtc.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00147_jpg.rf.l2U0VhFVkPTru56tgrNR.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00148_jpg.rf.Z05jqFr7jbYNP14NmmpA.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00149_jpg.rf.w330gCCyRwcvjzbUzXQO.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00151_jpg.rf.7ZBhZN7wxGPHXYurGcT9.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00152_jpg.rf.XAzAcggJeIjKSqqkLFEy.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00154_jpg.rf.Kj8Z89zQyYBogon7pZlc.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00155_jpg.rf.caLrlJcIVEq85peZJhKA.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00157_jpg.rf.SeGeaWVsc0khOPfjEUNm.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00158_jpg.rf.Wnk7qProQtTOmdonq4BY.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00159_jpg.rf.3TNj9IbvWDpFtmSGnUGc.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00160_jpg.rf.60xSXvgk1wfAaRvrhI65.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00161_jpg.rf.YTtODJUuUxlnfAm0Zefy.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00162_jpg.rf.SmLbImdPltZcnIIl0yox.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00164_jpg.rf.CzKJlmofQspYgU05qqcO.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00165_jpg.rf.tvMq6hLWqMW43osFWFxF.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00166_jpg.rf.HVpI38JLJRWowtlg06Jx.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00167_jpg.rf.PJVdkQyzs1sGISrGVu1a.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00168_jpg.rf.pUSyurUwy7GLEvwQMPHX.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00169_jpg.rf.r3V55y6cCeuKeivuvAFb.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00170_jpg.rf.hM5MIQ54TGwpaGC9gSFJ.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00173_jpg.rf.yVXYVvCEH39JbDcJ87cu.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00179_jpg.rf.boa1dxg30kXMuKAEkQCG.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00181_jpg.rf.SVHMMUwHHj22WiK5Jydi.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00198_jpg.rf.Ab2xJvE9snKZE5Jf1naA.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00199_jpg.rf.l8tJOhByN9wfchnqUNWb.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00200_jpg.rf.gfAwZ5E3uyA3n3JKdmjq.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_C_image00201_jpg.rf.slA8a6YSMnbPMYgN2j7z.jpg,Rack_C,val,roboflow_partial_2026-07-29
Rack_C_image00230_jpg.rf.HXGbzWZrU6MaC9996Qg1.jpg,Rack_C,val,roboflow_partial_2026-07-29
Rack_C_image00263_jpg.rf.NgvWz7B1RibsVvdnPRoz.jpg,Rack_C,val,roboflow_partial_2026-07-29
Rack_C_image00284_jpg.rf.WsDZ3nvYa0Wc4j9A0Z7u.jpg,Rack_C,val,roboflow_partial_2026-07-29
Rack_C_image00291_jpg.rf.BY7YpZymF23fGzeM7yH2.jpg,Rack_C,val,roboflow_partial_2026-07-29
Rack_D_image00304_jpg.rf.DzfIrdoLsLIpJhLkkOfw.jpg,Rack_D,test,roboflow_partial_2026-07-29
Rack_D_image00305_jpg.rf.R5oH22gOK72lzqnHtH8r.jpg,Rack_D,test,roboflow_partial_2026-07-29
Rack_D_image00310_jpg.rf.T0Pu4RYnmsWwS7xhzWcH.jpg,Rack_D,test,roboflow_partial_2026-07-29
Rack_D_image00311_jpg.rf.XRGZfN5oFMBCM9YzhMit.jpg,Rack_D,test,roboflow_partial_2026-07-29
Rack_D_image00312_jpg.rf.ldVfF5xAR2vp8VPlQPwr.jpg,Rack_D,test,roboflow_partial_2026-07-29
Rack_D_image00313_jpg.rf.D6hyx7DlcGNh3SwdYMYq.jpg,Rack_D,test,roboflow_partial_2026-07-29
Rack_D_image00329_jpg.rf.AV23i9K3pKqIHAAwVlqD.jpg,Rack_D,test,roboflow_partial_2026-07-29
Rack_D_image00337_jpg.rf.yvcHD8hDtk5jix6Qcotn.jpg,Rack_D,test,roboflow_partial_2026-07-29
Rack_D_image00351_jpg.rf.939HzU9SCMfzQic0Sk2J.jpg,Rack_D,test,roboflow_partial_2026-07-29
Rack_D_image00382_jpg.rf.LmshyrTOLGG1muvqrB2K.jpg,Rack_D,test,roboflow_partial_2026-07-29
